1 	 -2689.977207149731
2 	 -2438.5187166442947
3 	 -1960.1743306318656
4 	 -1567.8615194760769
5 	 -1280.7230594326702
6 	 -1074.0659523115505
7 	 -858.7960412561197
8 	 -743.3823348006399
9 	 -675.8388860840973
10 	 -645.3643541935076
11 	 -652.9171546879884
12 	 -546.9287950994944
13 	 -441.86675112080366
14 	 -423.3703092923338
15 	 -467.9370562784161
16 	 -429.5293338491456
17 	 -351.3451069631019
18 	 -327.8772269784554
19 	 -295.3383123872827
20 	 -431.7843969767305
21 	 -359.9670274086693
22 	 -295.27730847417115
23 	 -274.26270751262064
24 	 -399.98115063041314
25 	 -529.8273126124004
26 	 -515.345951115366
27 	 -488.37341476678284
28 	 -389.3159155354406
29 	 -333.0368140452174
30 	 -369.8724563156684
31 	 -300.35926052328523
32 	 -254.99876356943787
33 	 -216.64831277735266
34 	 -196.99127145555758
35 	 -233.76763111740274
36 	 -202.4327749356362
37 	 -187.0818213323455
38 	 -153.35582947121748
39 	 -330.480996611328
40 	 -276.7782831830591
41 	 -341.415929521012
42 	 -400.0183884222388
43 	 -320.14977610138794
44 	 -305.48478425742996
45 	 -243.0302375424426
46 	 -220.67353082132922
47 	 -184.70929851883193
48 	 -206.79972095754783
49 	 -238.0584613177216
50 	 -212.17831319372817
51 	 -169.6722817321106
52 	 -192.34370616212618
53 	 -187.12865252007214
54 	 -281.85844728022494
55 	 -227.88680101166665
56 	 -182.39910032304397
57 	 -152.44547497867825
58 	 -120.57841816661858
59 	 -161.30279700031588
60 	 -138.3266190559243
61 	 -157.67715658222733
62 	 -126.51150671510368
63 	 -145.16613783993944
64 	 -130.39815467961125
65 	 -115.31685465216378
66 	 -115.51504031173408
67 	 -104.33168256184126
68 	 -98.14279218272259
69 	 -138.18626181318632
70 	 -279.2743012822102
71 	 -259.795527129113
72 	 -215.1420017800956
73 	 -180.46767753440236
74 	 -177.05648718805332
75 	 -156.8552465575749
76 	 -125.06997474004584
77 	 -101.66329388593022
78 	 -103.3849458119912
79 	 -86.57127472891625
80 	 -68.92341315463182
81 	 -82.11614848235695
82 	 -64.2851337774855
83 	 -50.84122467526413
84 	 -110.61937760788533
85 	 -93.24831257608821
86 	 -81.72783053915464
87 	 -65.41858590306583
88 	 -95.93631072233438
89 	 -146.5696014937157
90 	 -172.82232451949403
91 	 -158.60576280379155
92 	 -159.77998428001592
93 	 -127.8009278503414
94 	 -125.28965207713645
95 	 -101.21635546041762
96 	 -89.59382470925266
97 	 -119.51206415838624
98 	 -118.58323854023638
99 	 -103.42943638705037
100 	 -110.24268342404139
101 	 -162.42644515513348
102 	 -139.21632556177246
103 	 -181.36456288794125
104 	 -144.4787303552548
105 	 -114.1233063043137
106 	 -91.42196435266487
107 	 -93.94351842838478
108 	 -81.38893037129674
109 	 -60.639601194252464
110 	 -47.268422624672894
111 	 -47.10079569348454
112 	 -54.81473421688679
113 	 -92.13842630024828
114 	 -71.31920822711709
115 	 -91.86473680225754
116 	 -81.99832992084976
117 	 -76.52388533689282
118 	 -63.748860510258055
119 	 -59.88312293693343
120 	 -47.389782547301365
121 	 -98.54495315018357
122 	 -78.97503902324661
123 	 -112.15083495276667
124 	 -172.55135343952406
125 	 -152.37474249383558
126 	 -208.78052173894503
127 	 -165.5253219900278
128 	 -145.9676165064193
129 	 -197.56559460063818
130 	 -167.6681853114669
131 	 -150.94454409369519
132 	 -124.776965587419
133 	 -109.37889695704325
134 	 -91.71082833918445
135 	 -84.21747603095446
136 	 -88.60915818931608
137 	 -93.29364547848763
138 	 -77.90557326714134
139 	 -90.29585862477052
140 	 -123.05094584966082
141 	 -106.69517133752197
142 	 -85.92735668986097
143 	 -91.04015378583063
144 	 -89.82963848519012
145 	 -63.66498703998241
146 	 -58.96898602951933
147 	 -56.24560568337802
148 	 -56.65835728562797
149 	 -125.69713502572813
150 	 -106.89882507234051
151 	 -66.56474750642246
152 	 -66.45925461547085
153 	 -42.18711906948374
154 	 -37.15703154142102
155 	 -59.00051794853516
